Status,Characteristic,Shape,"Part number (#:Packing code)","L size","W size","T size","Temperature   characteristics","Rated   voltage",Capacitance,"Tolerance   of   capacitance",Notes
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H140GB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,14pF,±2%,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H140JB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,14pF,±5%,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H150FB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,15pF,±1%,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H160FB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,16pF,±1%,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H170FB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,17pF,±1%,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H170GB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,17pF,±2%,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H170JB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,17pF,±5%,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H180FB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,18pF,±1%,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H190FB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,19pF,±1%,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H190GB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,19pF,±2%,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H190JB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,19pF,±5%,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H1R0DB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,1.0pF,±0.5pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H1R1DB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,1.1pF,±0.5pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H1R2DB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,1.2pF,±0.5pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H1R3DB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,1.3pF,±0.5pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H1R4DB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,1.4pF,±0.5pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H1R5DB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,1.5pF,±0.5pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H1R6DB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,1.6pF,±0.5pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H1R7DB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,1.7pF,±0.5pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H1R8DB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,1.8pF,±0.5pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H1R9DB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,1.9pF,±0.5pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H200FB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,20pF,±1%,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H2R0DB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,2.0pF,±0.5pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H2R1DB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,2.1pF,±0.5pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H2R2DB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,2.2pF,±0.5pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H2R3DB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,2.3pF,±0.5pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H2R4DB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,2.4pF,±0.5pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H2R5DB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,2.5pF,±0.5pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H2R6DB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,2.6pF,±0.5pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H2R7DB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,2.7pF,±0.5pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H2R8DB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,2.8pF,±0.5pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H2R9DB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,2.9pF,±0.5pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H3R0DB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,3.0pF,±0.5pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H3R1DB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,3.1pF,±0.5pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H3R2DB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,3.2pF,±0.5pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H3R3DB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,3.3pF,±0.5pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H3R4DB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,3.4pF,±0.5pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H3R5DB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,3.5pF,±0.5pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H3R6DB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,3.6pF,±0.5pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H3R7DB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,3.7pF,±0.5pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H3R8DB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,3.8pF,±0.5pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H3R9DB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,3.9pF,±0.5pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H4R0DB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,4.0pF,±0.5pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H4R1DB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,4.1pF,±0.5pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H4R2DB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,4.2pF,±0.5pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H4R3DB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,4.3pF,±0.5pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H4R4DB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,4.4pF,±0.5pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H4R5DB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,4.5pF,±0.5pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H4R6DB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,4.6pF,±0.5pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H4R7DB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,4.7pF,±0.5pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H4R8DB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,4.8pF,±0.5pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H4R9DB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,4.9pF,±0.5pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H5R0DB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,5.0pF,±0.5pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1HR11BB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,0.11pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1HR11WB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,0.11pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1HR12BB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,0.12pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1HR12WB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,0.12pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1HR13BB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,0.13pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1HR13WB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,0.13pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1HR15BB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,0.15pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1HR15WB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,0.15pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1HR16BB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,0.16pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1HR16WB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,0.16pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1HR18BB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,0.18pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1HR18WB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,0.18pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1HR22BB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,0.22pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1HR22WB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,0.22pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1HR24BB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,0.24pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1HR24WB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,0.24pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1HR25BB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,0.25pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1HR27BB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,0.27pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1HR27CB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,0.27pF,±0.25pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1HR27WB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,0.27pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1HR30CB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,0.30pF,±0.25pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1HR33BB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,0.33pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1HR33CB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,0.33pF,±0.25pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1HR33WB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,0.33pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1HR36BB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,0.36pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1HR36CB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,0.36pF,±0.25pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1HR36WB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,0.36pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1HR39BB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,0.39pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1HR39CB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,0.39pF,±0.25pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1HR39WB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,0.39pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1HR40CB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,0.40pF,±0.25pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1HR43BB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,0.43pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1HR43CB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,0.43pF,±0.25pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1HR43WB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,0.43pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1HR45WB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,0.45pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1HR47BB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,0.47pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1HR47CB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,0.47pF,±0.25pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1HR47WB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,0.47pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1HR50CB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,0.50pF,±0.25pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1HR50DB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,0.50pF,±0.5pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1HR51BB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,0.51pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1HR51CB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,0.51pF,±0.25pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1HR51DB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,0.51pF,±0.5pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1HR51WB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,0.51pF,±0.05pF,
